"timeMillisSpent","score","initialized"
2111,"-1600000hard/-18641549medium/-35026200soft","true"
2170,"-1600000hard/-18632549medium/-35026200soft","true"
2293,"-1600000hard/-18629549medium/-35026200soft","true"
2332,"-1600000hard/-18623726medium/-35029377soft","true"
2342,"-1600000hard/-18620726medium/-35029377soft","true"
2688,"-1600000hard/-18614931medium/-35029582soft","true"
2751,"-1600000hard/-18613660medium/-35031311soft","true"
2866,"-1600000hard/-18607660medium/-35031311soft","true"
4147,"-1600000hard/-18603488medium/-35030139soft","true"
7095,"-1600000hard/-18601945medium/-35028596soft","true"
7104,"-1600000hard/-18600282medium/-35026933soft","true"
8549,"-1600000hard/-18596379medium/-35029030soft","true"
