"timeMillisSpent","score","initialized"
68,"-400000hard/-4064720medium/-8167500soft","true"
71,"-400000hard/-4043720medium/-8167500soft","true"
74,"-400000hard/-4025720medium/-8167500soft","true"
75,"-400000hard/-3977720medium/-8167500soft","true"
75,"-400000hard/-3965720medium/-8167500soft","true"
95,"-400000hard/-3938769medium/-8173549soft","true"
280,"-400000hard/-3930992medium/-8168772soft","true"
280,"-400000hard/-3924992medium/-8168772soft","true"
512,"-400000hard/-3902802medium/-8170582soft","true"
793,"-400000hard/-3891986medium/-8174766soft","true"
1203,"-400000hard/-3890981medium/-8167761soft","true"
1858,"-400000hard/-3889404medium/-8175184soft","true"
2122,"-400000hard/-3884720medium/-8167500soft","true"
2900,"-400000hard/-3883864medium/-8169644soft","true"
3127,"-400000hard/-3883074medium/-8171854soft","true"
3172,"-400000hard/-3880754medium/-8169534soft","true"
4305,"-400000hard/-3878981medium/-8167761soft","true"
