"timeMillisSpent","score","initialized"
1957,"-1600000hard/-18641549medium/-35026200soft","true"
1992,"-1600000hard/-18632549medium/-35026200soft","true"
1997,"-1600000hard/-18629549medium/-35026200soft","true"
2018,"-1600000hard/-18620549medium/-35026200soft","true"
2067,"-1600000hard/-18608549medium/-35026200soft","true"
2098,"-1600000hard/-18602549medium/-35026200soft","true"
2154,"-1600000hard/-18599549medium/-35026200soft","true"
2620,"-1600000hard/-18596549medium/-35026200soft","true"
2645,"-1600000hard/-18593549medium/-35026200soft","true"
3473,"-1600000hard/-18590549medium/-35026200soft","true"
