"timeMillisSpent","score","initialized"
88,"-400000hard/-1071238medium/-3098700soft","true"
96,"-400000hard/-1065238medium/-3098700soft","true"
140,"-400000hard/-1061420medium/-3100882soft","true"
166,"-400000hard/-1059272medium/-3098734soft","true"
277,"-400000hard/-1058500medium/-3100962soft","true"
1067,"-400000hard/-1056592medium/-3101219soft","true"
1642,"-400000hard/-1055867medium/-3101329soft","true"
2298,"-400000hard/-1055573medium/-3098982soft","true"
3928,"-400000hard/-1053238medium/-3098700soft","true"
4043,"-400000hard/-1053220medium/-3101682soft","true"
4120,"-400000hard/-1052111medium/-3100573soft","true"
4609,"-400000hard/-1050737medium/-3099199soft","true"
5348,"-400000hard/-1050716medium/-3099178soft","true"
8370,"-400000hard/-1050238medium/-3098700soft","true"
