"timeMillisSpent","score","initialized"
147,"0hard/-116526soft","true"
156,"0hard/-116215soft","true"
351,"0hard/-115706soft","true"
386,"0hard/-115648soft","true"
467,"0hard/-114275soft","true"
561,"0hard/-114041soft","true"
721,"0hard/-113530soft","true"
741,"0hard/-113489soft","true"
767,"0hard/-113425soft","true"
863,"0hard/-113397soft","true"
1019,"0hard/-113361soft","true"
1264,"0hard/-113145soft","true"
1402,"0hard/-113116soft","true"
1475,"0hard/-112933soft","true"
1480,"0hard/-112221soft","true"
1789,"0hard/-112154soft","true"
2133,"0hard/-112092soft","true"
3755,"0hard/-112020soft","true"
4654,"0hard/-111911soft","true"
