"timeMillisSpent","score","initialized"
285,"-800000hard/-16078547medium/-30145500soft","true"
288,"-800000hard/-16039547medium/-30145500soft","true"
290,"-800000hard/-16027547medium/-30145500soft","true"
290,"-800000hard/-15961547medium/-30145500soft","true"
291,"-800000hard/-15940547medium/-30145500soft","true"
295,"-800000hard/-15928547medium/-30145500soft","true"
296,"-800000hard/-15922547medium/-30145500soft","true"
299,"-800000hard/-15913547medium/-30145500soft","true"
308,"-800000hard/-15907547medium/-30145500soft","true"
323,"-800000hard/-15904547medium/-30145500soft","true"
332,"-800000hard/-15895547medium/-30145500soft","true"
335,"-800000hard/-15886547medium/-30145500soft","true"
348,"-800000hard/-15883547medium/-30145500soft","true"
360,"-800000hard/-15877547medium/-30145500soft","true"
379,"-800000hard/-15871547medium/-30145500soft","true"
383,"-800000hard/-15865547medium/-30145500soft","true"
424,"-800000hard/-15862547medium/-30145500soft","true"
465,"-800000hard/-15850547medium/-30145500soft","true"
480,"-800000hard/-15841547medium/-30145500soft","true"
565,"-800000hard/-15838547medium/-30145500soft","true"
605,"-800000hard/-15835547medium/-30145500soft","true"
697,"-800000hard/-15832547medium/-30145500soft","true"
702,"-800000hard/-15829547medium/-30145500soft","true"
710,"-800000hard/-15826547medium/-30145500soft","true"
714,"-800000hard/-15823547medium/-30145500soft","true"
768,"-800000hard/-15820547medium/-30145500soft","true"
2315,"-800000hard/-15817547medium/-30145500soft","true"
