"timeMillisSpent","score","initialized"
284,"-800000hard/-16078547medium/-30145500soft","true"
286,"-800000hard/-16039547medium/-30145500soft","true"
289,"-800000hard/-16027547medium/-30145500soft","true"
290,"-800000hard/-15961547medium/-30145500soft","true"
290,"-800000hard/-15940547medium/-30145500soft","true"
8168,"-800000hard/-15928547medium/-30145500soft","true"
8367,"-800000hard/-15926519medium/-30146472soft","true"
8369,"-800000hard/-15923519medium/-30146472soft","true"
8370,"-800000hard/-15902519medium/-30146472soft","true"
8382,"-800000hard/-15884519medium/-30146472soft","true"
8383,"-800000hard/-15877458medium/-30151411soft","true"
8390,"-800000hard/-15874458medium/-30151411soft","true"
8512,"-800000hard/-15865547medium/-30145500soft","true"
8521,"-800000hard/-15862547medium/-30145500soft","true"
8546,"-800000hard/-15859547medium/-30145500soft","true"
8859,"-800000hard/-15853547medium/-30145500soft","true"
8861,"-800000hard/-15850547medium/-30145500soft","true"
8899,"-800000hard/-15841547medium/-30145500soft","true"
8963,"-800000hard/-15838547medium/-30145500soft","true"
8971,"-800000hard/-15835547medium/-30145500soft","true"
8973,"-800000hard/-15834557medium/-30147510soft","true"
8976,"-800000hard/-15832547medium/-30145500soft","true"
8999,"-800000hard/-15829547medium/-30145500soft","true"
9033,"-800000hard/-15826547medium/-30145500soft","true"
9052,"-800000hard/-15823547medium/-30145500soft","true"
