"timeMillisSpent","score","initialized"
845,"-1200000hard/-36135306medium/-66132000soft","true"
848,"-1200000hard/-35964306medium/-66132000soft","true"
948,"-1200000hard/-35959928medium/-66132006soft","true"
960,"-1200000hard/-35910540medium/-66133618soft","true"
1026,"-1200000hard/-35895728medium/-66132566soft","true"
1032,"-1200000hard/-35895128medium/-66132566soft","true"
1033,"-1200000hard/-35880128medium/-66132566soft","true"
1043,"-1200000hard/-35851928medium/-66132566soft","true"
1165,"-1200000hard/-35849718medium/-66133356soft","true"
1290,"-1200000hard/-35845799medium/-66134237soft","true"
1290,"-1200000hard/-35827799medium/-66134237soft","true"
1314,"-1200000hard/-35825065medium/-66134203soft","true"
1396,"-1200000hard/-35809362medium/-66132000soft","true"
1690,"-1200000hard/-35805762medium/-66132000soft","true"
1868,"-1200000hard/-35788962medium/-66132000soft","true"
2455,"-1200000hard/-35785462medium/-66134500soft","true"
2865,"-1200000hard/-35781223medium/-66132661soft","true"
4714,"-1200000hard/-35776259medium/-66137297soft","true"
4818,"-1200000hard/-35766929medium/-66135167soft","true"
5134,"-1200000hard/-35744862medium/-66132000soft","true"
5539,"-1200000hard/-35743663medium/-66133201soft","true"
5599,"-1200000hard/-35735165medium/-66133201soft","true"
7839,"-1200000hard/-35734618medium/-66134056soft","true"
8244,"-1200000hard/-35728062medium/-66132000soft","true"
8244,"-1200000hard/-35722062medium/-66132000soft","true"
9577,"-1200000hard/-35719665medium/-66135603soft","true"
9581,"-1200000hard/-35716665medium/-66135603soft","true"
9583,"-1200000hard/-35713062medium/-66132000soft","true"
